product_name,category_name,price,sub_category_name
Newell 326,Office Supplies,4.224,Art
Newell 327,Office Supplies,6.63,Art
Newell 328,Office Supplies,40.88,Art
Newell 329,Office Supplies,16.4,Art
Newell 33,Office Supplies,13.392,Art
Newell 330,Office Supplies,17.94,Art
Newell 331,Office Supplies,14.67,Art
Newell 332,Office Supplies,11.76,Art
Newell 333,Office Supplies,4.448,Art
Newell 334,Office Supplies,99.2,Art
Newell 335,Office Supplies,8.64,Art
Newell 336,Office Supplies,17.12,Art
Newell 337,Office Supplies,5.248,Art
Newell 338,Office Supplies,14.7,Art
Newell 339,Office Supplies,4.448,Art
Newell 34,Office Supplies,59.52,Art
Newell 340,Office Supplies,8.64,Art
Newell 341,Office Supplies,21.4,Art
Newell 342,Office Supplies,9.84,Art
Newell 343,Office Supplies,2.94,Art
Newell 344,Office Supplies,8.34,Art
Newell 345,Office Supplies,59.52,Art
Newell 346,Office Supplies,2.304,Art
Newell 347,Office Supplies,21.4,Art
Newell 348,Office Supplies,13.12,Art
Newell 349,Office Supplies,13.12,Art
Newell 35,Office Supplies,19.68,Art
Newell 350,Office Supplies,6.56,Art
Newell 351,Office Supplies,22.96,Art
Newell Chalk Holder,Office Supplies,20.65,Art
Nokia Lumia 1020,Technology,1439.968,Phones
Nokia Lumia 521 (T-Mobile),Technology,149.95,Phones
Nokia Lumia 925,Technology,377.97,Phones
Nontoxic Chalk,Office Supplies,3.52,Art
Nortel Business Series Terminal T7208 Digital phone,Technology,222.384,Phones
Nortel Meridian M3904 Professional Digital phone,Technology,246.384,Phones
Nortel Meridian M5316 Digital phone,Technology,155.37,Phones
Nortel Networks T7316 E Nt8 B27,Technology,135.98,Phones
Novimex Fabric Task Chair,Furniture,146.352,Chairs
Novimex High-Tech Fabric Mesh Task Chair,Furniture,70.98,Chairs
Novimex Swivel Fabric Task Chair,Furniture,634.116,Chairs
Novimex Turbo Task Chair,Furniture,127.764,Chairs
Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,7.88,Furnishings
Nu-Dell Executive Frame,Furniture,60.672,Furnishings
Nu-Dell Float Frame 11 x 14 1/2,Furniture,53.88,Furnishings
Nu-Dell Leatherette Frames,Furniture,43.02,Furnishings
Nu-Dell Oak Frame,Furniture,74.76,Furnishings
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,452.45,Bookcases
O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,155.456,Bookcases
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,186.048,Bookcases
O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,181.47,Bookcases
O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,131.104,Bookcases
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,384.944,Bookcases
O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,339.92,Bookcases
"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,333.999,Bookcases
O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,205.666,Bookcases
O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,1406.86,Bookcases
O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,353.568,Bookcases
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,369.1992,Bookcases
O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,301.47,Bookcases
"OIC #2 Pencils, Medium Soft",Office Supplies,3.76,Art
OIC Binder Clips,Office Supplies,17.9,Fasteners
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,1.984,Fasteners
OIC Bulk Pack Metal Binder Clips,Office Supplies,8.376,Fasteners
"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,14.32,Fasteners
OIC Stacking Trays,Furniture,20.04,Furnishings
OIC Thumb-Tacks,Office Supplies,5.472,Fasteners
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,637.896,Tables
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,501.81,Storage
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,338.352,Chairs
Office Star - Contemporary Task Swivel Chair,Furniture,332.94,Chairs
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,275.058,Chairs
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,589.41,Chairs
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Furniture,1628.82,Chairs
Office Star - Ergonomically Designed Knee Chair,Furniture,259.136,Chairs
Office Star - Mesh Screen back chair with Vinyl seat,Furniture,314.352,Chairs
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,579.528,Chairs
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,1403.92,Chairs
Office Star - Task Chair with Contemporary Loop Arms,Furniture,436.704,Chairs
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,242.136,Chairs
Office Star Flex Back Scooter Chair with White Frame,Furniture,155.372,Chairs
Okidata B400 Printer,Technology,686.4,Machines
Okidata B401 Printer,Technology,179.991,Machines
Okidata C331dn Printer,Technology,418.8,Machines
Okidata C610n Printer,Technology,1362.9,Machines
Okidata MB491 Multifunction Printer,Technology,449.1,Machines
Okidata MB760 Printer,Technology,3357.6,Machines
Ooma Telo VoIP Home Phone System,Technology,604.752,Phones
OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,79.968,Phones
OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,21.99,Phones
OtterBox Defender Series Case - Samsung Galaxy S4,Technology,71.976,Phones
OtterBox Defender Series Case - iPhone 5c,Technology,88.752,Phones
PNY Rapid USB Car Charger - Black,Technology,9.588,Phones
"Padded Folding Chairs, Black, 4/Carton",Furniture,170.058,Chairs
Panasonic Businessï¿½ï¿½Telephonesï¿½ï¿½,Technology,546.06,Binders
Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,264.18,Art
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,87.92,Art
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,55.328,Art
Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,172.704,Art
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,43.92,Art
Panasonic KX - TS880B Telephone,Technology,206.1,Phones
Panasonic KX MB2061 Multifunction Printer,Technology,2396.4,Machines
Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,1349.85,Machines
Panasonic KX T7731-B Digital phone,Technology,399.96,Phones
Panasonic KX T7736-B Digital phone,Technology,179.94,Phones
Panasonic KX TS208W Corded phone,Technology,235.152,Phones
Panasonic KX TS3282B Corded phone,Technology,196.776,Phones
Panasonic KX TS3282W Corded phone,Technology,475.944,Phones
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,105.584,Phones
Panasonic KX-TG9471B,Technology,587.97,Phones
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,269.982,Phones
Panasonic Kx-TS550,Technology,82.782,Phones
Park Ridge Embossed Executive Business Envelopes,Office Supplies,62.28,Envelopes
Pastel Pink Envelopes,Office Supplies,36.4,Envelopes
PayAnywhere Card Reader,Technology,63.936,Phones
Peel & Seel Envelopes,Office Supplies,21.728,Envelopes
"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,34.74,Envelopes
Peel & Stick Add-On Corner Pockets,Office Supplies,1.944,Binders
Peel-Off China Markers,Office Supplies,49.65,Art
Pencil and Crayon Sharpener,Office Supplies,1.752,Art
Penpower WorldCard Pro Card Scanner,Technology,91.475,Machines
"Performers Binder/Pad Holder, Black",Office Supplies,11.212,Binders
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,104.97,Accessories
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,23.92,Storage
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,5.22,Labels
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,55.44,Labels
Personal Creations Ink Jet Cards and Labels,Office Supplies,45.92,Paper
Personal File Boxes with Fold-Down Carry Handle,Office Supplies,46.74,Storage
"Personal Filing Tote with Lid, Black/Gray",Office Supplies,49.632,Storage
"Personal Folder Holder, Ebony",Office Supplies,44.84,Storage
Petty Cash Envelope,Office Supplies,80.88,Paper
Pizazz Global Quick File,Office Supplies,14.97,Storage
Plantronics 81402,Technology,263.96,Phones
Plantronics Audio 478 Stereo USB Headset,Technology,149.97,Accessories
Plantronics Audio 995 Wireless Stereo Headset,Technology,263.88,Accessories
"Plantronics CS 50-USB -ï¿½ï¿½headsetï¿½ï¿½- Convertible, ",Technology,135.99,Binders
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,263.96,Accessories
Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,783.96,Phones
Plantronics Cordlessï¿½ï¿½Phone Headsetï¿½ï¿½with In-line Volume,Technology,139.8,Binders
Plantronics Encore H101 Dual Earpiecesï¿½ï¿½Hea,Technology,44.95,Binders
Plantronics HL10 Handset Lifter,Technology,1113.504,Phones
Plantronics MX500i Earset,Technology,85.9,Phones
Plantronics S12 Corded Telephone Headset System,Technology,323.37,Accessories
Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,1687.8,Accessories
Plantronics Single Ear Headset,Technology,29.925,Machines
Plantronics Voyager Pro HD - Bluetooth Headset,Technology,155.976,Phones
Plantronics Voyager Pro Legend,Technology,617.97,Phones
Plastic Binding Combs,Office Supplies,36.36,Binders
Plastic Stacking Crates & Casters,Office Supplies,8.928,Storage
Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,18.84,Fasteners
Poly Designer Cover & Back,Office Supplies,106.344,Binders
Poly String Tie Envelopes,Office Supplies,6.12,Envelopes
Polycom CX300 Desktop Phone USB VoIP phone,Technology,239.984,Phones
Polycom CX600 IP Phone VoIP phone,Technology,479.92,Phones
Polycom SoundPoint IP 450 VoIP phone,Technology,135.516,Phones
Polycom SoundPoint Pro SE-225 Corded phone,Technology,666.344,Phones
Polycom SoundStation2 EX Conferenceï¿½ï¿½p,Technology,1214.85,Binders
Polycom VVX 310 VoIP phone,Technology,575.968,Phones
Polycom VoiceStation 500 Conferenceï¿½ï¿½p,Technology,471.92,Binders
Portable Personal File Box,Office Supplies,36.63,Storage
Portfile Personal File Boxes,Office Supplies,84.96,Storage
"Post-it ï¿½ï¿½ï¿½Important Messageï¿½ï¿½ï¿½ Note Pad, Neon Colors, 5",Office Supplies,50.96,Binders
PowerGen Dual USB Car Charger,Technology,9.99,Phones
Prang Colored Pencils,Office Supplies,5.88,Art
Prang Drawing Pencil Set,Office Supplies,20.016,Art
Prang Dustless Chalk Sticks,Office Supplies,2.688,Art
Premier Automatic Letter Opener,Office Supplies,480.74,Supplies
Premier Electric Letter Opener,Office Supplies,185.376,Supplies
"Premier Elliptical Ring Binder, Black",Office Supplies,63.924,Binders
Premium Transparent Presentation Covers by GBC,Office Supplies,62.94,Binders
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,62.048,Binders
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,5.96,Art
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,3.928,Binders
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,17.088,Binders
Pressboard Data Binders by Wilson Jones,Office Supplies,21.36,Binders
Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,11.808,Binders
Presstex Flexible Ring Binders,Office Supplies,1.365,Binders
Prestige Round Ring Binders,Office Supplies,3.648,Binders
Prismacolor Color Pencil Set,Office Supplies,79.36,Art
Project Tote Personal File,Office Supplies,67.344,Storage
PureGear Roll-On Screen Protector,Technology,79.96,Phones
Pyle PMP37LED,Technology,230.376,Phones
Pyle PRT45 Retro Homeï¿½ï¿½Telep,Technology,201.568,Binders
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,11.12,Phones
Quality Park Security Envelopes,Office Supplies,62.808,Envelopes
"Quartet Alpha White Chalk, 12/Pack",Office Supplies,8.84,Art
"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,11.68,Art
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Technology,239.97,Phones
RCA ViSYS 25423RE1 Corded phone,Technology,159.984,Phones
RCA ViSYS 25425RE1 Corded phone,Technology,323.976,Phones
RCA ViSYS 25825 Wireless digital phone,Technology,311.976,Phones
RCA Visys Integrated PBX 8-Line Router,Technology,200.97,Phones
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,16.68,Paper
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,10.16,Paper
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,299.97,Accessories
Razer Kraken PRO Over Ear PC and Music Headset,Technology,383.952,Accessories
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,319.984,Accessories
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,197.58,Storage
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,62.65,Paper
Recycled Easel Ring Binders,Office Supplies,17.904,Binders
Recycled Eldon Regeneration Jumbo File,Office Supplies,36.84,Storage
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,27.312,Envelopes
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,57.576,Envelopes
Recycled Premium Regency Composition Covers,Office Supplies,24.448,Binders
Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,7.752,Binders
Recycled Steel Personal File for Hanging File Folders,Office Supplies,57.23,Storage
Recycled Steel Personal File for Standard File Folders,Office Supplies,497.61,Storage
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,4.72,Envelopes
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,37.52,Paper
Rediform S.O.S. Phone Message Books,Office Supplies,19.92,Paper
Rediform Voice Mail Log Books,Office Supplies,14.304,Paper
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,42.784,Paper
Regeneration Desk Collection,Furniture,4.224,Furnishings
Revere Boxed Rubber Bands by Revere,Office Supplies,6.048,Fasteners
Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,83.9,Machines
Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,20.12,Paper
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,200.795,Tables
Riverside Furniture Stanwyck Manor Table Series,Furniture,172.11,Tables
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,3083.43,Bookcases
Rogers Deluxe File Chest,Office Supplies,35.168,Storage
Rogers Handheld Barrel Pencil Sharpener,Office Supplies,5.48,Art
"Rogers Jumbo File, Granite",Office Supplies,32.592,Storage
Rogers Profile Extra Capacity Storage Tub,Office Supplies,66.96,Storage
Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,64.704,Accessories
Round Ring Binders,Office Supplies,2.08,Binders
Round Specialty Laser Printer Labels,Office Supplies,30.072,Labels
Rubber Band Ball,Office Supplies,26.18,Fasteners
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,332.94,Furnishings
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,435.999,Bookcases
Rush Hierlooms Collection Rich Wood Bookcases,Furniture,160.98,Bookcases
SAFCO Arco Folding Chair,Furniture,1740.06,Chairs
SAFCO Boltless Steel Shelving,Office Supplies,272.736,Storage
"SAFCO Commercial Wire Shelving, 72h",Office Supplies,489.92,Storage
"SAFCO Commercial Wire Shelving, Black",Office Supplies,828.84,Storage
SAFCO Folding Chair Trolley,Furniture,102.592,Chairs
"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,102.624,Storage
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,37.296,Chairs
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,455.97,Tables
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,489.23,Tables
SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,2.84,Art
SANFORD Major Accent Highlighters,Office Supplies,21.24,Art
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,11.824,Phones
Sabrent 4-Port USB 2.0 Hub,Technology,21.728,Accessories
"Safco Chair Connectors, 6/Carton",Furniture,123.136,Chairs
Safco Commercial Shelving,Office Supplies,93.02,Storage
Safco Contoured Stacking Chairs,Furniture,381.44,Chairs
Safco Drafting Table,Furniture,170.352,Tables
Safco Industrial Shelving,Office Supplies,118.16,Storage
Safco Industrial Wire Shelving,Office Supplies,76.792,Storage
Safco Industrial Wire Shelving System,Office Supplies,509.488,Storage
Safco Steel Mobile File Cart,Office Supplies,166.72,Storage
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,141.96,Bookcases
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,198.744,Bookcases
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,158.9,Storage
Samsung Convoy 3,Technology,466.158,Phones
Samsung Galaxy Mega 6.3,Technology,1679.96,Phones
Samsung Galaxy Note 2,Technology,2575.944,Phones
Samsung Galaxy Note 3,Technology,659.97,Phones
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,559.984,Phones
Samsung Galaxy S4,Technology,1502.376,Phones
Samsung Galaxy S4 Active,Technology,3499.93,Phones
Samsung Galaxy S4 Mini,Technology,1879.96,Phones
Samsung HM1900 Bluetooth Headset,Technology,52.68,Phones
Samsung Replacement EH64AVFWE Premium Headset,Technology,22.0,Phones
Samsung Rugby III,Technology,158.376,Phones
SanDisk Cruzer 16 GB USB Flash Drive,Technology,57.4,Accessories
SanDisk Cruzer 32 GB USB Flash Drive,Technology,95.1,Accessories
SanDisk Cruzer 4 GB USB Flash Drive,Technology,10.384,Accessories
SanDisk Cruzer 64 GB USB Flash Drive,Technology,58.112,Accessories
SanDisk Cruzer 8 GB USB Flash Drive,Technology,27.168,Accessories
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,20.784,Accessories
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,66.3,Accessories
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,95.976,Accessories
Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,40.97,Art
"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,5.76,Art
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,13.12,Art
"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,38.52,Art
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,10.5,Art
Sanford Liquid Accent Highlighters,Office Supplies,13.36,Art
Sanford Pocket Accent Highlighters,Office Supplies,8.0,Art
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,59.904,Art
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,6.6,Art
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,13.0,Appliances
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,5.94,Phones
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,447.696,Appliances
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,1640.7,Appliances
Satellite Sectional Post Binders,Office Supplies,69.456,Binders
Sauder Barrister Bookcases,Furniture,145.764,Bookcases
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,411.332,Bookcases
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,275.952,Bookcases
Sauder Camden County Collection Library,Furniture,586.398,Bookcases
Sauder Cornerstone Collection Library,Furniture,61.96,Bookcases
"Sauder Facets Collection Library, Sky Alder Finish",Furniture,290.666,Bookcases
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,593.568,Storage
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,482.94,Bookcases
"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,704.9,Bookcases
Sauder Inglewood Library Bookcases,Furniture,290.666,Bookcases
"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,222.666,Bookcases
Security-Tint Envelopes,Office Supplies,15.28,Envelopes
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,173.656,Phones
Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,17.544,Labels
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,5.904,Labels
Self-Adhesive Removable Labels,Office Supplies,15.75,Labels
Self-Adhesive Ring Binder Labels,Office Supplies,3.168,Binders
Sensible Storage WireTech Storage Systems,Office Supplies,354.9,Storage
Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,6.28,Supplies
"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,183.84,Furnishings
"Seth Thomas 13 1/2"" Wall Clock",Furniture,53.34,Furnishings
"Seth Thomas 14"" Day/Date Wall Clock",Furniture,56.96,Furnishings
"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,117.36,Furnishings
"Seth Thomas 16"" Steel Case Clock",Furniture,103.936,Furnishings
"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,40.56,Furnishings
Sharp 1540cs Digital Laser Copier,Technology,549.99,Copiers
Sharp AL-1530CS Digital Copier,Technology,1199.976,Copiers
Shocksock Galaxy S4 Armband,Technology,35.04,Phones
ShoreTel ShorePhone IP 230 VoIP phone,Technology,946.344,Phones
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,79.45,Storage
"Situations Contoured Folding Chairs, 4/Set",Furniture,170.352,Chairs
"SlimView Poly Binder, 3/8""",Office Supplies,8.288,Binders
"SmartStand Mobile Device Holder, Assorted Colors",Technology,16.776,Phones
Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,838.38,Storage
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,18.75,Labels
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,4.928,Labels
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,182.112,Paper
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,93.248,Paper
Socket Bluetooth Cordless Hand Scanner (CHS),Technology,506.28,Machines
Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,25.78,Accessories
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,62.85,Accessories
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,86.376,Accessories
Sony 8GB Class 10 Micro SDHC R40 Memory Card,Technology,27.192,Accessories
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,167.97,Accessories
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Technology,167.28,Accessories
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,93.98,Accessories
"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,21.39,Storage
Southworth 100% Cotton The Best Paper,Office Supplies,34.44,Paper
Southworth 100% Rï¿½ï¿½sumï¿½ï¿½ Pape,Office Supplies,108.92,Binders
Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,40.032,Paper
Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,6.54,Paper
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,36.24,Paper
Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,39.96,Paper
Southworth Parchment Paper & Envelopes,Office Supplies,15.696,Paper
Southworth Structures Collection,Office Supplies,21.84,Paper
Space Solutions Commercial Steel Shelving,Office Supplies,129.3,Storage
Space Solutions HD Industrial Steel Shelving.,Office Supplies,344.91,Storage
Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,315.2,Storage
Speck Products Candyshell Flip Case,Technology,62.982,Phones
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,51.55,Paper
Spigen Samsung Galaxy S5 Case Wallet,Technology,16.99,Phones
SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,8.226,Binders
Spiral Phone Message Books with Labels by Adams,Office Supplies,13.44,Paper
Square Credit Card Reader,Technology,19.98,Phones
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,71.928,Phones
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,12.384,Binders
Stackable Trays,Furniture,6.16,Furnishings
"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,8.96,Furnishings
Stacking Trays by OIC,Furniture,3.984,Furnishings
Standard Line ï¿½ï¿½ï¿½While You Were Outï¿½ï¿½ï¿½ Hardbound Telephone ,Office Supplies,123.088,Binders
Standard Rollaway File with Lock,Office Supplies,540.57,Storage
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,27.168,Art
Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,26.7,Art
Staple envelope,Office Supplies,11.36,Envelopes
Staple holder,Office Supplies,35.91,Appliances
Staple magnet,Office Supplies,21.36,Storage
Staple remover,Office Supplies,7.36,Supplies
Staple-based wall hangings,Furniture,6.368,Furnishings
Staple-on labels,Office Supplies,6.936,Labels
Staples,Office Supplies,12.35,Fasteners
Staples in misc. colors,Office Supplies,54.208,Art
Star Micronics TSP100 TSP143LAN Receipt Printer,Technology,1035.8,Machines
Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,686.32,Machines
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,399.54,Machines
Steel Personal Filing/Posting Tote,Office Supplies,142.04,Storage
Sterilite Officeware Hinged File Box,Office Supplies,31.44,Storage
Sterilite Show Offs Storage Containers,Office Supplies,15.84,Storage
Sterling Rubber Bands by Alliance,Office Supplies,4.71,Fasteners
Stiletto Hand Letter Openers,Office Supplies,15.36,Supplies
Stockwell Gold Paper Clips,Office Supplies,4.416,Fasteners
Stockwell Push Pins,Office Supplies,10.464,Fasteners
Storex Dura Pro Binders,Office Supplies,29.7,Binders
Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,3.392,Binders
Storex Flexible Poly Binders with Double Pockets,Office Supplies,5.28,Binders
"Strathmore #10 Envelopes, Ultimate White",Office Supplies,158.13,Envelopes
Strathmore Photo Frame Cards,Office Supplies,14.62,Paper
Strathmore Photo Mount Cards,Office Supplies,33.9,Paper
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,17.94,Art
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,665.88,Storage
"Super Bands, 12/Pack",Office Supplies,4.464,Fasteners
Super Decoflex Portable Personal File,Office Supplies,44.94,Storage
Surelock Post Binders,Office Supplies,18.336,Binders
